PuzzleId,puzzle_ref,Rook_Knight,Error,Processed_Comment
Bz3Tb,https://lichess.org/training/Bz3Tb,TRUE,False,"Processing row 120: 2025-11-06 12:35:54.407461 -> Puzzle Bz3Tb - URL https://lichess.org/training/Bz3Tb, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
C09YI,https://lichess.org/training/C09YI,TRUE,False,"Processing row 121: 2025-11-06 12:35:55.552882 -> Puzzle C09YI - URL https://lichess.org/training/C09YI, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
CR1Rk,https://lichess.org/training/CR1Rk,TRUE,False,"Processing row 122: 2025-11-06 12:35:56.667424 -> Puzzle CR1Rk - URL https://lichess.org/training/CR1Rk, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
CasHq,https://lichess.org/training/CasHq,TRUE,False,"Processing row 123: 2025-11-06 12:35:57.798355 -> Puzzle CasHq - URL https://lichess.org/training/CasHq, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
CdG0m,https://lichess.org/training/CdG0m,TRUE,False,"Processing row 124: 2025-11-06 12:35:58.933040 -> Puzzle CdG0m - URL https://lichess.org/training/CdG0m, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
CfkVO,https://lichess.org/training/CfkVO,TRUE,False,"Processing row 125: 2025-11-06 12:36:00.053120 -> Puzzle CfkVO - URL https://lichess.org/training/CfkVO, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
CiPzO,https://lichess.org/training/CiPzO,TRUE,False,"Processing row 126: 2025-11-06 12:36:01.168335 -> Puzzle CiPzO - URL https://lichess.org/training/CiPzO, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
CjtfH,https://lichess.org/training/CjtfH,TRUE,False,"Processing row 127: 2025-11-06 12:36:02.288646 -> Puzzle CjtfH - URL https://lichess.org/training/CjtfH, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
ClToL,https://lichess.org/training/ClToL,TRUE,False,"Processing row 128: 2025-11-06 12:36:03.408448 -> Puzzle ClToL - URL https://lichess.org/training/ClToL, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
Cn63w,https://lichess.org/training/Cn63w,TRUE,False,"Processing row 129: 2025-11-06 12:36:04.528217 -> Puzzle Cn63w - URL https://lichess.org/training/Cn63w, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
D2n0W,https://lichess.org/training/D2n0W,TRUE,False,"Processing row 130: 2025-11-06 12:36:05.644939 -> Puzzle D2n0W - URL https://lichess.org/training/D2n0W, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
D939U,https://lichess.org/training/D939U,TRUE,False,"Processing row 131: 2025-11-06 12:36:06.773802 -> Puzzle D939U - URL https://lichess.org/training/D939U, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
DC7Jt,https://lichess.org/training/DC7Jt,TRUE,False,"Processing row 132: 2025-11-06 12:36:07.896280 -> Puzzle DC7Jt - URL https://lichess.org/training/DC7Jt, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
DKVZr,https://lichess.org/training/DKVZr,TRUE,False,"Processing row 133: 2025-11-06 12:36:09.013026 -> Puzzle DKVZr - URL https://lichess.org/training/DKVZr, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
DLfL8,https://lichess.org/training/DLfL8,TRUE,False,"Processing row 134: 2025-11-06 12:36:10.134728 -> Puzzle DLfL8 - URL https://lichess.org/training/DLfL8, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
DWYsU,https://lichess.org/training/DWYsU,TRUE,False,"Processing row 135: 2025-11-06 12:36:11.258357 -> Puzzle DWYsU - URL https://lichess.org/training/DWYsU, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
DtnXN,https://lichess.org/training/DtnXN,TRUE,False,"Processing row 136: 2025-11-06 12:36:12.377690 -> Puzzle DtnXN - URL https://lichess.org/training/DtnXN, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
E1wJs,https://lichess.org/training/E1wJs,TRUE,False,"Processing row 137: 2025-11-06 12:36:13.534989 -> Puzzle E1wJs - URL https://lichess.org/training/E1wJs, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
E9WqN,https://lichess.org/training/E9WqN,TRUE,False,"Processing row 138: 2025-11-06 12:36:14.661211 -> Puzzle E9WqN - URL https://lichess.org/training/E9WqN, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
ED01N,https://lichess.org/training/ED01N,TRUE,False,"Processing row 139: 2025-11-06 12:36:15.790074 -> Puzzle ED01N - URL https://lichess.org/training/ED01N, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
EGn2V,https://lichess.org/training/EGn2V,TRUE,False,"Processing row 140: 2025-11-06 12:36:16.917040 -> Puzzle EGn2V - URL https://lichess.org/training/EGn2V, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
EGwMQ,https://lichess.org/training/EGwMQ,TRUE,False,"Processing row 141: 2025-11-06 12:36:18.048359 -> Puzzle EGwMQ - URL https://lichess.org/training/EGwMQ, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
EQDpf,https://lichess.org/training/EQDpf,TRUE,False,"Processing row 142: 2025-11-06 12:36:19.165327 -> Puzzle EQDpf - URL https://lichess.org/training/EQDpf, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
EbQDb,https://lichess.org/training/EbQDb,TRUE,False,"Processing row 143: 2025-11-06 12:36:20.283559 -> Puzzle EbQDb - URL https://lichess.org/training/EbQDb, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
EeHMe,https://lichess.org/training/EeHMe,TRUE,False,"Processing row 144: 2025-11-06 12:36:21.397286 -> Puzzle EeHMe - URL https://lichess.org/training/EeHMe, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
Eh6jT,https://lichess.org/training/Eh6jT,TRUE,False,"Processing row 145: 2025-11-06 12:36:22.519468 -> Puzzle Eh6jT - URL https://lichess.org/training/Eh6jT, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
EitlU,https://lichess.org/training/EitlU,TRUE,False,"Processing row 146: 2025-11-06 12:36:23.636197 -> Puzzle EitlU - URL https://lichess.org/training/EitlU, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
Ephku,https://lichess.org/training/Ephku,TRUE,False,"Processing row 147: 2025-11-06 12:36:24.770103 -> Puzzle Ephku - URL https://lichess.org/training/Ephku, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
ExZuR,https://lichess.org/training/ExZuR,TRUE,False,"Processing row 148: 2025-11-06 12:36:25.917006 -> Puzzle ExZuR - URL https://lichess.org/training/ExZuR, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
F1X1P,https://lichess.org/training/F1X1P,TRUE,False,"Processing row 149: 2025-11-06 12:36:27.041692 -> Puzzle F1X1P - URL https://lichess.org/training/F1X1P, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
F2GRP,https://lichess.org/training/F2GRP,TRUE,False,"Processing row 150: 2025-11-06 12:36:28.176006 -> Puzzle F2GRP - URL https://lichess.org/training/F2GRP, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
FAqrE,https://lichess.org/training/FAqrE,TRUE,False,"Processing row 151: 2025-11-06 12:36:29.295650 -> Puzzle FAqrE - URL https://lichess.org/training/FAqrE, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
FGy3U,https://lichess.org/training/FGy3U,TRUE,False,"Processing row 152: 2025-11-06 12:36:30.409821 -> Puzzle FGy3U - URL https://lichess.org/training/FGy3U, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
FRRqz,https://lichess.org/training/FRRqz,TRUE,False,"Processing row 153: 2025-11-06 12:36:31.534005 -> Puzzle FRRqz - URL https://lichess.org/training/FRRqz, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
FV167,https://lichess.org/training/FV167,TRUE,False,"Processing row 154: 2025-11-06 12:36:32.710673 -> Puzzle FV167 - URL https://lichess.org/training/FV167, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
FaYIQ,https://lichess.org/training/FaYIQ,FALSE,False,X
FdtW8,https://lichess.org/training/FdtW8,TRUE,False,"Processing row 156: 2025-11-06 12:36:33.846564 -> Puzzle FdtW8 - URL https://lichess.org/training/FdtW8, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
FoNIt,https://lichess.org/training/FoNIt,TRUE,False,"Processing row 157: 2025-11-06 12:36:34.978343 -> Puzzle FoNIt - URL https://lichess.org/training/FoNIt, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
G6Zd1,https://lichess.org/training/G6Zd1,TRUE,False,"Processing row 158: 2025-11-06 12:36:36.105248 -> Puzzle G6Zd1 - URL https://lichess.org/training/G6Zd1, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
GCAmA,https://lichess.org/training/GCAmA,TRUE,False,"Processing row 159: 2025-11-06 12:36:37.225365 -> Puzzle GCAmA - URL https://lichess.org/training/GCAmA, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
GDm29,https://lichess.org/training/GDm29,TRUE,False,"Processing row 160: 2025-11-06 12:36:38.346953 -> Puzzle GDm29 - URL https://lichess.org/training/GDm29, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
GNt6Y,https://lichess.org/training/GNt6Y,TRUE,False,"Processing row 161: 2025-11-06 12:36:39.459626 -> Puzzle GNt6Y - URL https://lichess.org/training/GNt6Y, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
Gf1qA,https://lichess.org/training/Gf1qA,TRUE,False,"Processing row 162: 2025-11-06 12:36:40.570879 -> Puzzle Gf1qA - URL https://lichess.org/training/Gf1qA, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
Go2mi,https://lichess.org/training/Go2mi,TRUE,False,"Processing row 163: 2025-11-06 12:36:41.694597 -> Puzzle Go2mi - URL https://lichess.org/training/Go2mi, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
GokJ8,https://lichess.org/training/GokJ8,TRUE,False,"Processing row 164: 2025-11-06 12:36:42.818182 -> Puzzle GokJ8 - URL https://lichess.org/training/GokJ8, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
GuCLg,https://lichess.org/training/GuCLg,TRUE,False,"Processing row 165: 2025-11-06 12:36:43.982216 -> Puzzle GuCLg - URL https://lichess.org/training/GuCLg, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
GwR1R,https://lichess.org/training/GwR1R,TRUE,False,"Processing row 166: 2025-11-06 12:36:45.154333 -> Puzzle GwR1R - URL https://lichess.org/training/GwR1R, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
Gz4mA,https://lichess.org/training/Gz4mA,TRUE,False,"Processing row 167: 2025-11-06 12:36:46.283732 -> Puzzle Gz4mA - URL https://lichess.org/training/Gz4mA, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
H0mKY,https://lichess.org/training/H0mKY,TRUE,False,"Processing row 168: 2025-11-06 12:36:47.405904 -> Puzzle H0mKY - URL https://lichess.org/training/H0mKY, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
H9XpU,https://lichess.org/training/H9XpU,TRUE,False,"Processing row 169: 2025-11-06 12:36:48.538300 -> Puzzle H9XpU - URL https://lichess.org/training/H9XpU, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
HA4tC,https://lichess.org/training/HA4tC,TRUE,False,"Processing row 170: 2025-11-06 12:36:49.747269 -> Puzzle HA4tC - URL https://lichess.org/training/HA4tC, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
HAYb0,https://lichess.org/training/HAYb0,FALSE,False,X
HBflR,https://lichess.org/training/HBflR,TRUE,False,"Processing row 172: 2025-11-06 12:36:50.939120 -> Puzzle HBflR - URL https://lichess.org/training/HBflR, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
HFusl,https://lichess.org/training/HFusl,TRUE,False,"Processing row 173: 2025-11-06 12:36:52.057279 -> Puzzle HFusl - URL https://lichess.org/training/HFusl, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
HGkUv,https://lichess.org/training/HGkUv,TRUE,False,"Processing row 174: 2025-11-06 12:36:53.198101 -> Puzzle HGkUv - URL https://lichess.org/training/HGkUv, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
HIrfH,https://lichess.org/training/HIrfH,TRUE,False,"Processing row 175: 2025-11-06 12:36:54.323402 -> Puzzle HIrfH - URL https://lichess.org/training/HIrfH, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
HSFPs,https://lichess.org/training/HSFPs,TRUE,False,"Processing row 176: 2025-11-06 12:36:55.461216 -> Puzzle HSFPs - URL https://lichess.org/training/HSFPs, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
HhXn5,https://lichess.org/training/HhXn5,TRUE,False,"Processing row 177: 2025-11-06 12:36:56.578932 -> Puzzle HhXn5 - URL https://lichess.org/training/HhXn5, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
HiC5G,https://lichess.org/training/HiC5G,FALSE,False,X
HjxEo,https://lichess.org/training/HjxEo,FALSE,False,X
HkfWP,https://lichess.org/training/HkfWP,TRUE,False,"Processing row 180: 2025-11-06 12:36:57.704872 -> Puzzle HkfWP - URL https://lichess.org/training/HkfWP, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
Hyhvw,https://lichess.org/training/Hyhvw,TRUE,False,"Processing row 181: 2025-11-06 12:36:58.822920 -> Puzzle Hyhvw - URL https://lichess.org/training/Hyhvw, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
HzzGe,https://lichess.org/training/HzzGe,TRUE,False,"Processing row 182: 2025-11-06 12:36:59.946621 -> Puzzle HzzGe - URL https://lichess.org/training/HzzGe, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
ILIDW,https://lichess.org/training/ILIDW,TRUE,False,"Processing row 183: 2025-11-06 12:37:01.078710 -> Puzzle ILIDW - URL https://lichess.org/training/ILIDW, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
IRjrs,https://lichess.org/training/IRjrs,TRUE,False,"Processing row 184: 2025-11-06 12:37:02.198487 -> Puzzle IRjrs - URL https://lichess.org/training/IRjrs, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
IUVbJ,https://lichess.org/training/IUVbJ,TRUE,False,"Processing row 185: 2025-11-06 12:37:03.319142 -> Puzzle IUVbJ - URL https://lichess.org/training/IUVbJ, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
IXXtJ,https://lichess.org/training/IXXtJ,TRUE,False,"Processing row 186: 2025-11-06 12:37:04.454352 -> Puzzle IXXtJ - URL https://lichess.org/training/IXXtJ, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
IiEmh,https://lichess.org/training/IiEmh,TRUE,False,"Processing row 187: 2025-11-06 12:37:05.580954 -> Puzzle IiEmh - URL https://lichess.org/training/IiEmh, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
ImoQo,https://lichess.org/training/ImoQo,TRUE,False,"Processing row 188: 2025-11-06 12:37:06.697872 -> Puzzle ImoQo - URL https://lichess.org/training/ImoQo, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
IxJfT,https://lichess.org/training/IxJfT,TRUE,False,"Processing row 189: 2025-11-06 12:37:07.824524 -> Puzzle IxJfT - URL https://lichess.org/training/IxJfT, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
IyyES,https://lichess.org/training/IyyES,TRUE,False,"Processing row 190: 2025-11-06 12:37:08.949793 -> Puzzle IyyES - URL https://lichess.org/training/IyyES, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
J6tiU,https://lichess.org/training/J6tiU,TRUE,False,"Processing row 191: 2025-11-06 12:37:10.068824 -> Puzzle J6tiU - URL https://lichess.org/training/J6tiU, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
JGcDS,https://lichess.org/training/JGcDS,TRUE,False,"Processing row 192: 2025-11-06 12:37:11.182955 -> Puzzle JGcDS - URL https://lichess.org/training/JGcDS, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
JIRXJ,https://lichess.org/training/JIRXJ,TRUE,False,"Processing row 193: 2025-11-06 12:37:12.304248 -> Puzzle JIRXJ - URL https://lichess.org/training/JIRXJ, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
JJ9ba,https://lichess.org/training/JJ9ba,TRUE,False,"Processing row 194: 2025-11-06 12:37:13.423010 -> Puzzle JJ9ba - URL https://lichess.org/training/JJ9ba, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
JXdOd,https://lichess.org/training/JXdOd,TRUE,False,"Processing row 195: 2025-11-06 12:37:14.546098 -> Puzzle JXdOd - URL https://lichess.org/training/JXdOd, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
JaHxH,https://lichess.org/training/JaHxH,TRUE,False,"Processing row 196: 2025-11-06 12:37:15.675783 -> Puzzle JaHxH - URL https://lichess.org/training/JaHxH, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
Jf8bE,https://lichess.org/training/Jf8bE,TRUE,False,"Processing row 197: 2025-11-06 12:37:16.799513 -> Puzzle Jf8bE - URL https://lichess.org/training/Jf8bE, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
JnwwS,https://lichess.org/training/JnwwS,TRUE,False,"Processing row 198: 2025-11-06 12:37:17.929754 -> Puzzle JnwwS - URL https://lichess.org/training/JnwwS, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
JpLo3,https://lichess.org/training/JpLo3,TRUE,False,"Processing row 199: 2025-11-06 12:37:19.052534 -> Puzzle JpLo3 - URL https://lichess.org/training/JpLo3, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
JpqEE,https://lichess.org/training/JpqEE,FALSE,False,X
JtGno,https://lichess.org/training/JtGno,TRUE,False,"Processing row 201: 2025-11-06 12:37:20.187468 -> Puzzle JtGno - URL https://lichess.org/training/JtGno, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
JwTFi,https://lichess.org/training/JwTFi,TRUE,False,"Processing row 202: 2025-11-06 12:37:21.307651 -> Puzzle JwTFi - URL https://lichess.org/training/JwTFi, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
K3Ge9,https://lichess.org/training/K3Ge9,TRUE,False,"Processing row 203: 2025-11-06 12:37:22.426874 -> Puzzle K3Ge9 - URL https://lichess.org/training/K3Ge9, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
K5wDA,https://lichess.org/training/K5wDA,TRUE,False,"Processing row 204: 2025-11-06 12:37:23.538241 -> Puzzle K5wDA - URL https://lichess.org/training/K5wDA, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
K7Hbu,https://lichess.org/training/K7Hbu,TRUE,False,"Processing row 205: 2025-11-06 12:37:24.673544 -> Puzzle K7Hbu - URL https://lichess.org/training/K7Hbu, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
KBhCZ,https://lichess.org/training/KBhCZ,TRUE,False,"Processing row 206: 2025-11-06 12:37:25.847513 -> Puzzle KBhCZ - URL https://lichess.org/training/KBhCZ, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
KEawx,https://lichess.org/training/KEawx,TRUE,False,"Processing row 207: 2025-11-06 12:37:26.972193 -> Puzzle KEawx - URL https://lichess.org/training/KEawx, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
KGzix,https://lichess.org/training/KGzix,TRUE,False,"Processing row 208: 2025-11-06 12:37:28.097988 -> Puzzle KGzix - URL https://lichess.org/training/KGzix, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
KJWsY,https://lichess.org/training/KJWsY,TRUE,False,"Processing row 209: 2025-11-06 12:37:29.213263 -> Puzzle KJWsY - URL https://lichess.org/training/KJWsY, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
KQPKd,https://lichess.org/training/KQPKd,TRUE,False,"Processing row 210: 2025-11-06 12:37:30.372264 -> Puzzle KQPKd - URL https://lichess.org/training/KQPKd, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
KXHVS,https://lichess.org/training/KXHVS,TRUE,False,"Processing row 211: 2025-11-06 12:37:31.496616 -> Puzzle KXHVS - URL https://lichess.org/training/KXHVS, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
KfwR0,https://lichess.org/training/KfwR0,TRUE,False,"Processing row 212: 2025-11-06 12:37:32.615334 -> Puzzle KfwR0 - URL https://lichess.org/training/KfwR0, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
KlMzE,https://lichess.org/training/KlMzE,TRUE,False,"Processing row 213: 2025-11-06 12:37:33.734467 -> Puzzle KlMzE - URL https://lichess.org/training/KlMzE, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
KlX9O,https://lichess.org/training/KlX9O,TRUE,False,"Processing row 214: 2025-11-06 12:37:34.859587 -> Puzzle KlX9O - URL https://lichess.org/training/KlX9O, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
Ks9Mg,https://lichess.org/training/Ks9Mg,TRUE,False,"Processing row 215: 2025-11-06 12:37:36.011006 -> Puzzle Ks9Mg - URL https://lichess.org/training/Ks9Mg, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
Kuo17,https://lichess.org/training/Kuo17,TRUE,False,"Processing row 216: 2025-11-06 12:37:37.123786 -> Puzzle Kuo17 - URL https://lichess.org/training/Kuo17, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
L0njn,https://lichess.org/training/L0njn,TRUE,False,"Processing row 217: 2025-11-06 12:37:38.262744 -> Puzzle L0njn - URL https://lichess.org/training/L0njn, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
L8V0J,https://lichess.org/training/L8V0J,TRUE,False,"Processing row 218: 2025-11-06 12:37:39.379704 -> Puzzle L8V0J - URL https://lichess.org/training/L8V0J, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
LBs1A,https://lichess.org/training/LBs1A,TRUE,False,"Processing row 219: 2025-11-06 12:37:40.506439 -> Puzzle LBs1A - URL https://lichess.org/training/LBs1A, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
LI2sD,https://lichess.org/training/LI2sD,TRUE,False,"Processing row 220: 2025-11-06 12:37:41.626688 -> Puzzle LI2sD - URL https://lichess.org/training/LI2sD, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
LSQ2z,https://lichess.org/training/LSQ2z,TRUE,False,"Processing row 221: 2025-11-06 12:37:42.764416 -> Puzzle LSQ2z - URL https://lichess.org/training/LSQ2z, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
LSxsh,https://lichess.org/training/LSxsh,TRUE,False,"Processing row 222: 2025-11-06 12:37:43.877919 -> Puzzle LSxsh - URL https://lichess.org/training/LSxsh, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
LUAmc,https://lichess.org/training/LUAmc,TRUE,False,"Processing row 223: 2025-11-06 12:37:45.000857 -> Puzzle LUAmc - URL https://lichess.org/training/LUAmc, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
LdefT,https://lichess.org/training/LdefT,TRUE,False,"Processing row 224: 2025-11-06 12:37:46.163964 -> Puzzle LdefT - URL https://lichess.org/training/LdefT, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
LpUg3,https://lichess.org/training/LpUg3,TRUE,False,"Processing row 225: 2025-11-06 12:37:47.286053 -> Puzzle LpUg3 - URL https://lichess.org/training/LpUg3, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
LroyG,https://lichess.org/training/LroyG,TRUE,False,"Processing row 226: 2025-11-06 12:37:48.408754 -> Puzzle LroyG - URL https://lichess.org/training/LroyG, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
M7iF4,https://lichess.org/training/M7iF4,TRUE,False,"Processing row 227: 2025-11-06 12:37:49.531100 -> Puzzle M7iF4 - URL https://lichess.org/training/M7iF4, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
MC8oh,https://lichess.org/training/MC8oh,TRUE,False,"Processing row 228: 2025-11-06 12:37:50.658358 -> Puzzle MC8oh - URL https://lichess.org/training/MC8oh, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
MEd0A,https://lichess.org/training/MEd0A,TRUE,False,"Processing row 229: 2025-11-06 12:37:51.781546 -> Puzzle MEd0A - URL https://lichess.org/training/MEd0A, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
MIwOE,https://lichess.org/training/MIwOE,TRUE,False,"Processing row 230: 2025-11-06 12:37:52.905444 -> Puzzle MIwOE - URL https://lichess.org/training/MIwOE, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
MX9CF,https://lichess.org/training/MX9CF,TRUE,False,"Processing row 231: 2025-11-06 12:37:54.016496 -> Puzzle MX9CF - URL https://lichess.org/training/MX9CF, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
McDuV,https://lichess.org/training/McDuV,TRUE,False,"Processing row 232: 2025-11-06 12:37:55.155159 -> Puzzle McDuV - URL https://lichess.org/training/McDuV, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
Mm5lD,https://lichess.org/training/Mm5lD,TRUE,False,"Processing row 233: 2025-11-06 12:37:56.312116 -> Puzzle Mm5lD - URL https://lichess.org/training/Mm5lD, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
Mo1jP,https://lichess.org/training/Mo1jP,TRUE,False,"Processing row 234: 2025-11-06 12:37:57.483598 -> Puzzle Mo1jP - URL https://lichess.org/training/Mo1jP, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
MpWWF,https://lichess.org/training/MpWWF,TRUE,False,"Processing row 235: 2025-11-06 12:37:58.641188 -> Puzzle MpWWF - URL https://lichess.org/training/MpWWF, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
MqxmB,https://lichess.org/training/MqxmB,TRUE,False,"Processing row 236: 2025-11-06 12:37:59.757506 -> Puzzle MqxmB - URL https://lichess.org/training/MqxmB, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
MuVTp,https://lichess.org/training/MuVTp,TRUE,False,"Processing row 237: 2025-11-06 12:38:00.890831 -> Puzzle MuVTp - URL https://lichess.org/training/MuVTp, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
Mwsri,https://lichess.org/training/Mwsri,TRUE,False,"Processing row 238: 2025-11-06 12:38:02.010854 -> Puzzle Mwsri - URL https://lichess.org/training/Mwsri, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
MwzC9,https://lichess.org/training/MwzC9,TRUE,False,"Processing row 239: 2025-11-06 12:38:03.130149 -> Puzzle MwzC9 - URL https://lichess.org/training/MwzC9, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
MxXLR,https://lichess.org/training/MxXLR,TRUE,False,"Processing row 240: 2025-11-06 12:38:04.246274 -> Puzzle MxXLR - URL https://lichess.org/training/MxXLR, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
NBWrI,https://lichess.org/training/NBWrI,TRUE,False,"Processing row 241: 2025-11-06 12:38:05.538824 -> Puzzle NBWrI - URL https://lichess.org/training/NBWrI, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
NBcUQ,https://lichess.org/training/NBcUQ,TRUE,False,"Processing row 242: 2025-11-06 12:38:06.670697 -> Puzzle NBcUQ - URL https://lichess.org/training/NBcUQ, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
